Symbol,Option name,Strike,Price,BaroneAdiseWhaely,BjerksundStensland,FDAmericanEngine,jr,crr,eqp,trigeorgis,tian,lr
AAPL,AAPL160617P00120000,120,22.15,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9
AAPL,AAPL160617P00125000,125,27.85,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9
AAPL,AAPL160617P00130000,130,30.26,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9
AAPL,AAPL160617P00135000,135,36.01,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9
AAPL,AAPL160617P00140000,140,41.05,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91
AAPL,AAPL160617P00145000,145,55.02,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9
AAPL,AAPL160617P00150000,150,56.8,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
AAPL,AAPL160617P00155000,155,50.3,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92
AAPL,AAPL160617P00160000,160,48.83,62.92,62.92,62.92,62.92,62.92,62.92,62.92,62.92,62.92
AAPL,AAPL160617P00165000,165,56.75,67.92,67.92,67.92,67.92,67.92,67.92,67.92,67.92,67.92
AAPL,AAPL160617P00170000,170,69.57,72.92,72.92,72.92,72.92,72.92,72.92,72.92,72.92,72.92
AAPL,AAPL160617P00175000,175,64.25,77.92,77.92,77.92,77.92,77.92,77.92,77.92,77.92,77.92
AAPL,AAPL160617P00180000,180,85.59,82.92,82.92,82.92,82.92,82.92,82.92,82.92,82.92,82.92
AAPL,AAPL160617P00185000,185,56.65,87.92,87.92,87.92,87.92,87.92,87.92,87.92,87.92,87.92
AAPL,AAPL160617P00195000,195,94.8,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92
AAPL,AAPL160617P00200000,200,103.15,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92
AAPL,AAPL160617P00220000,220,119.8,122.92,122.92,122.92,122.92,122.92,122.92,122.92,122.92,122.92
AAPL,AAPL160624P00075000,75,0.03,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00077500,77.5,0.08,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00080000,80,0.04,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00082500,82.5,0.05,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00084000,84,0.06,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00085000,85,0.07,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00085500,85.5,0.09,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00086000,86,0.07,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00086500,86.5,0.09,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00087000,87,0.13,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00087500,87.5,0.21,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00088000,88,0.13,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00088500,88.5,0.14,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00089000,89,0.17,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00089500,89.5,0.18,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00090000,90,0.22,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00090500,90.5,0.28,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00091000,91,0.27,0,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00091500,91.5,0.34,0.001,0,0,0,0,0,0,0,0
AAPL,AAPL160624P00092000,92,0.39,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
AAPL,AAPL160624P00092500,92.5,0.52,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
AAPL,AAPL160624P00093000,93,0.61,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
AAPL,AAPL160624P00093500,93.5,0.61,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
AAPL,AAPL160624P00094000,94,0.83,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
AAPL,AAPL160624P00094500,94.5,0.95,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066
AAPL,AAPL160624P00095000,95,1.11,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118
AAPL,AAPL160624P00095500,95.5,1.2,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199
AAPL,AAPL160624P00096000,96,1.47,0.317,0.317,0.317,0.318,0.318,0.317,0.318,0.317,0.317
AAPL,AAPL160624P00096500,96.5,1.35,0.481,0.481,0.482,0.481,0.482,0.481,0.482,0.482,0.482
AAPL,AAPL160624P00097000,97,1.89,0.696,0.695,0.697,0.697,0.696,0.697,0.696,0.697,0.697
AAPL,AAPL160624P00097500,97.5,2.15,0.964,0.963,0.965,0.965,0.965,0.965,0.965,0.965,0.965
AAPL,AAPL160624P00098000,98,2.26,1.284,1.283,1.285,1.285,1.286,1.285,1.286,1.285,1.285
AAPL,AAPL160624P00098500,98.5,2.4,1.643,1.643,1.645,1.645,1.645,1.645,1.645,1.645,1.645
AAPL,AAPL160624P00099000,99,2.83,2.049,2.049,2.052,2.052,2.052,2.052,2.052,2.052,2.052
AAPL,AAPL160624P00099500,99.5,3.1,2.487,2.488,2.49,2.49,2.49,2.49,2.49,2.49,2.49
AAPL,AAPL160624P00100000,100,3.6,2.949,2.949,2.953,2.953,2.953,2.953,2.953,2.953,2.953
AAPL,AAPL160624P00101000,101,4.06,3.921,3.92,3.922,3.922,3.922,3.922,3.922,3.922,3.922
AAPL,AAPL160624P00102000,102,5.5,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92
AAPL,AAPL160624P00103000,103,6,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92
AAPL,AAPL160624P00104000,104,5.2,6.92,6.92,6.92,6.92,6.92,6.92,6.92,6.92,6.92
AAPL,AAPL160624P00105000,105,7.81,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92
AAPL,AAPL160624P00110000,110,10.95,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92
AAPL,AAPL160701P00075000,75,0.06,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00080000,80,0.05,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00084000,84,0.1,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00085000,85,0.1,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00085500,85.5,0.16,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00086000,86,0.14,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00086500,86.5,0.15,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00087000,87,0.16,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00087500,87.5,0.21,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00088000,88,0.21,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00088500,88.5,0.16,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00089000,89,0.2,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00089500,89.5,0.24,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00090000,90,0.29,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00090500,90.5,0.41,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00091000,91,0.51,0,0,0,0,0,0,0,0,0
AAPL,AAPL160701P00091500,91.5,0.57,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001
AAPL,AAPL160701P00092000,92,0.64,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
AAPL,AAPL160701P00092500,92.5,0.65,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
AAPL,AAPL160701P00093000,93,0.85,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
AAPL,AAPL160701P00093500,93.5,0.87,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
AAPL,AAPL160701P00094000,94,1.03,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
AAPL,AAPL160701P00094500,94.5,1.03,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066
AAPL,AAPL160701P00095000,95,1.4,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118
AAPL,AAPL160701P00095500,95.5,1.33,0.203,0.202,0.203,0.203,0.203,0.203,0.203,0.203,0.203
AAPL,AAPL160701P00096000,96,1.79,0.323,0.322,0.323,0.323,0.323,0.323,0.323,0.323,0.323
AAPL,AAPL160701P00096500,96.5,1.77,0.489,0.488,0.489,0.489,0.489,0.489,0.489,0.489,0.489
AAPL,AAPL160701P00097000,97,2.24,0.706,0.705,0.706,0.706,0.706,0.706,0.706,0.706,0.706
AAPL,AAPL160701P00097500,97.5,2.48,0.982,0.981,0.983,0.983,0.982,0.982,0.982,0.983,0.983
AAPL,AAPL160701P00098000,98,2.73,1.304,1.304,1.306,1.306,1.306,1.306,1.306,1.306,1.306
AAPL,AAPL160701P00098500,98.5,3,1.674,1.674,1.676,1.676,1.676,1.676,1.676,1.676,1.676
AAPL,AAPL160701P00099000,99,3.35,2.083,2.083,2.085,2.085,2.086,2.085,2.086,2.086,2.086
AAPL,AAPL160701P00099500,99.5,3.17,2.523,2.524,2.526,2.526,2.526,2.526,2.526,2.526,2.526
AAPL,AAPL160701P00100000,100,3.47,2.987,2.987,2.99,2.991,2.991,2.991,2.991,2.99,2.99
AAPL,AAPL160701P00101000,101,4.7,3.96,3.96,3.962,3.962,3.962,3.962,3.962,3.962,3.962
AAPL,AAPL160701P00102000,102,3.6,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95
AAPL,AAPL160701P00103000,103,5,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95
AAPL,AAPL160701P00105000,105,5.72,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95
AAPL,AAPL160701P00110000,110,10.5,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95
AAPL,AAPL160708P00085000,85,0.17,0,0,0,0,0,0,0,0,0
AAPL,AAPL160708P00090000,90,0.47,0,0,0,0,0,0,0,0,0
AAPL,AAPL160708P00090500,90.5,0.55,0,0,0,0,0,0,0,0,0
AAPL,AAPL160708P00091000,91,0.6,0,0,0,0,0,0,0,0,0
AAPL,AAPL160708P00091500,91.5,0.42,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
AAPL,AAPL160708P00092000,92,0.71,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
AAPL,AAPL160708P00092500,92.5,0.81,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
AAPL,AAPL160708P00093000,93,1.05,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
AAPL,AAPL160708P00093500,93.5,1.04,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
AAPL,AAPL160708P00094000,94,1.16,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
AAPL,AAPL160708P00094500,94.5,1.03,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066
AAPL,AAPL160708P00095000,95,1.62,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118
AAPL,AAPL160708P00095500,95.5,1.56,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199
AAPL,AAPL160708P00096000,96,1.98,0.317,0.317,0.317,0.318,0.318,0.317,0.318,0.317,0.317
AAPL,AAPL160708P00096500,96.5,2.27,0.481,0.481,0.482,0.481,0.482,0.481,0.482,0.482,0.482
AAPL,AAPL160708P00097000,97,2.44,0.696,0.695,0.697,0.697,0.696,0.697,0.696,0.697,0.697
AAPL,AAPL160708P00097500,97.5,2.41,0.964,0.963,0.965,0.965,0.965,0.965,0.965,0.965,0.965
AAPL,AAPL160708P00098000,98,2.65,1.284,1.283,1.285,1.285,1.286,1.285,1.286,1.285,1.285
AAPL,AAPL160708P00098500,98.5,2.93,1.65,1.65,1.653,1.653,1.653,1.653,1.653,1.653,1.653
AAPL,AAPL160708P00099000,99,3.28,2.057,2.058,2.06,2.06,2.06,2.06,2.06,2.06,2.06
AAPL,AAPL160708P00099500,99.5,2.97,2.496,2.497,2.499,2.499,2.499,2.499,2.499,2.499,2.499
AAPL,AAPL160708P00100000,100,3.84,2.958,2.959,2.962,2.962,2.962,2.962,2.962,2.962,2.962
AAPL,AAPL160708P00101000,101,4.55,3.931,3.93,3.932,3.932,3.932,3.932,3.932,3.932,3.932
AAPL,AAPL160708P00102000,102,4.09,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
AAPL,AAPL160708P00103000,103,6.1,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93
AAPL,AAPL160708P00104000,104,5.18,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93
AAPL,AAPL160708P00105000,105,5.66,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93
AAPL,AAPL160708P00106000,106,8.78,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93
AAPL,AAPL160708P00107000,107,9.72,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.93
AAPL,AAPL160708P00108000,108,7.83,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94
AAPL,AAPL160708P00110000,110,10.4,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94
AAPL,AAPL160708P00111000,111,12.35,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94
AAPL,AAPL160708P00112000,112,11.97,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94
AAPL,AAPL160708P00113000,113,13.96,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94,15.94
AAPL,AAPL160715P00050000,50,0.02,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00055000,55,0.01,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00060000,60,0.02,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00065000,65,0.01,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00070000,70,0.03,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00075000,75,0.06,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00080000,80,0.11,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00082500,82.5,0.15,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00085000,85,0.25,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00087500,87.5,0.4,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00090000,90,0.67,0,0,0,0,0,0,0,0,0
AAPL,AAPL160715P00092500,92.5,1.13,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
AAPL,AAPL160715P00095000,95,1.86,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118
AAPL,AAPL160715P00097500,97.5,2.97,0.964,0.963,0.965,0.965,0.965,0.965,0.965,0.965,0.965
AAPL,AAPL160715P00100000,100,4.46,2.958,2.959,2.962,2.962,2.962,2.962,2.962,2.962,2.962
AAPL,AAPL160715P00105000,105,8.35,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93
AAPL,AAPL160715P00110000,110,12.7,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93,12.93
AAPL,AAPL160715P00115000,115,16.1,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93,17.93
AAPL,AAPL160715P00120000,120,23.19,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93
AAPL,AAPL160715P00125000,125,25.5,27.93,27.93,27.93,27.93,27.93,27.93,27.93,27.93,27.93
AAPL,AAPL160715P00130000,130,30,32.93,32.93,32.93,32.93,32.93,32.93,32.93,32.93,32.93
AAPL,AAPL160715P00135000,135,42.09,37.93,37.93,37.93,37.93,37.93,37.93,37.93,37.93,37.93
AAPL,AAPL160715P00140000,140,42.9,42.93,42.93,42.93,42.93,42.93,42.93,42.93,42.93,42.93
AAPL,AAPL160715P00145000,145,50.65,47.93,47.93,47.93,47.93,47.93,47.93,47.93,47.93,47.93
AAPL,AAPL160715P00150000,150,53.4,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93,52.93
AAPL,AAPL160715P00155000,155,57.9,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93
AAPL,AAPL160715P00160000,160,60.43,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93
AAPL,AAPL160715P00165000,165,67,67.93,67.93,67.93,67.93,67.93,67.93,67.93,67.93,67.93
AAPL,AAPL160715P00170000,170,59.75,72.93,72.93,72.93,72.93,72.93,72.93,72.93,72.93,72.93
AAPL,AAPL160715P00175000,175,59,77.93,77.93,77.93,77.93,77.93,77.93,77.93,77.93,77.93
AAPL,AAPL160715P00180000,180,86.05,82.93,82.93,82.93,82.93,82.93,82.93,82.93,82.93,82.93
AAPL,AAPL160819P00045000,45,0.02,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00050000,50,0.02,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00055000,55,0.03,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00060000,60,0.05,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00065000,65,0.06,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00070000,70,0.11,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00075000,75,0.22,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00080000,80,0.42,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00082500,82.5,0.58,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00085000,85,0.9,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00087500,87.5,1.29,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00090000,90,1.84,0,0,0,0,0,0,0,0,0
AAPL,AAPL160819P00092500,92.5,2.58,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
AAPL,AAPL160819P00095000,95,3.55,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122
AAPL,AAPL160819P00097500,97.5,4.78,0.982,0.981,0.983,0.983,0.982,0.982,0.982,0.983,0.983
AAPL,AAPL160819P00100000,100,6.15,2.987,2.987,2.99,2.991,2.991,2.991,2.991,2.99,2.99
AAPL,AAPL160819P00105000,105,9.9,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96
AAPL,AAPL160819P00110000,110,14.1,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96
AAPL,AAPL160819P00115000,115,18.3,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96
AAPL,AAPL160819P00120000,120,23.54,22.96,22.96,22.96,22.96,22.96,22.96,22.96,22.96,22.96
AAPL,AAPL160819P00125000,125,28.53,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96
AAPL,AAPL160819P00130000,130,30.85,32.97,32.97,32.97,32.97,32.97,32.97,32.97,32.97,32.97
AAPL,AAPL160819P00135000,135,42.25,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96
AAPL,AAPL160819P00150000,150,56.95,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
AAPL,AAPL160819P00180000,180,87,82.96,82.96,82.96,82.96,82.96,82.96,82.96,82.96,82.96
AAPL,AAPL160819P00200000,200,106.3,102.96,102.96,102.96,102.96,102.96,102.96,102.96,102.96,102.96
AAPL,AAPL160819P00205000,205,105.2,107.96,107.96,107.96,107.96,107.96,107.96,107.96,107.96,107.96
AAPL,AAPL160916P00050000,50,0.04,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00055000,55,0.05,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00060000,60,0.08,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00065000,65,0.13,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00070000,70,0.19,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00075000,75,0.37,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00080000,80,0.66,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00085000,85,1.28,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00087500,87.5,1.75,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00090000,90,2.4,0,0,0,0,0,0,0,0,0
AAPL,AAPL160916P00092500,92.5,3.2,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
AAPL,AAPL160916P00095000,95,4.17,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122
AAPL,AAPL160916P00097500,97.5,5.4,0.982,0.981,0.983,0.983,0.982,0.982,0.982,0.983,0.983
AAPL,AAPL160916P00100000,100,6.9,2.987,2.987,2.99,2.991,2.991,2.991,2.991,2.99,2.99
AAPL,AAPL160916P00105000,105,9.8,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96
AAPL,AAPL160916P00110000,110,14.4,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96
AAPL,AAPL160916P00115000,115,16.25,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96
AAPL,AAPL160916P00120000,120,21.6,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95
AAPL,AAPL161021P00050000,50,0.05,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00055000,55,0.1,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00060000,60,0.15,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00065000,65,0.24,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00070000,70,0.37,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00075000,75,0.63,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00080000,80,1.05,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00082500,82.5,1.38,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00085000,85,1.81,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00087500,87.5,2.29,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00090000,90,3.05,0,0,0,0,0,0,0,0,0
AAPL,AAPL161021P00092500,92.5,3.72,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
AAPL,AAPL161021P00095000,95,4.92,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122
AAPL,AAPL161021P00097500,97.5,6.01,0.982,0.981,0.983,0.983,0.982,0.982,0.982,0.983,0.983
AAPL,AAPL161021P00100000,100,7.55,2.987,2.987,2.99,2.991,2.991,2.991,2.991,2.99,2.99
AAPL,AAPL161021P00105000,105,11,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96
AAPL,AAPL161021P00110000,110,13.15,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96
AAPL,AAPL161021P00115000,115,19.15,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96
AAPL,AAPL161021P00120000,120,23.75,22.96,22.96,22.96,22.96,22.96,22.96,22.96,22.96,22.96
AAPL,AAPL161021P00125000,125,26,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96
AAPL,AAPL161021P00130000,130,30.67,32.96,32.96,32.96,32.96,32.96,32.96,32.96,32.96,32.96
AAPL,AAPL161021P00135000,135,42.13,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96,37.96
AAPL,AAPL161021P00140000,140,40.93,42.96,42.96,42.96,42.96,42.96,42.96,42.96,42.96,42.96
AAPL,AAPL161021P00145000,145,52.66,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96,47.96
AAPL,AAPL161021P00150000,150,46.1,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96
AAPL,AAPL161021P00155000,155,48.05,57.96,57.96,57.96,57.96,57.96,57.96,57.96,57.96,57.96
AAPL,AAPL161021P00160000,160,54.63,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96
AAPL,AAPL161021P00165000,165,53.99,67.96,67.96,67.96,67.96,67.96,67.96,67.96,67.96,67.96
AAPL,AAPL161021P00175000,175,65.35,77.96,77.96,77.96,77.96,77.96,77.96,77.96,77.96,77.96
AAPL,AAPL161021P00190000,190,92.25,92.96,92.96,92.96,92.96,92.96,92.96,92.96,92.96,92.96
AAPL,AAPL161021P00195000,195,97.3,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96
AAPL,AAPL170120P00015000,15,0.02,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00017500,17.5,0.01,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00020000,20,0.02,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00022500,22.5,0.02,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00025000,25,0.02,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00030000,30,0.06,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00035000,35,0.07,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00040000,40,0.1,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00045000,45,0.14,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00047500,47.5,0.18,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00050000,50,0.21,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00055000,55,0.3,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00060000,60,0.43,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00065000,65,0.65,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00070000,70,0.97,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00075000,75,1.45,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00080000,80,2.24,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00082500,82.5,2.66,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00085000,85,3.35,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00087500,87.5,4.05,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00090000,90,4.9,0,0,0,0,0,0,0,0,0
AAPL,AAPL170120P00092500,92.5,5.89,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
AAPL,AAPL170120P00095000,95,6.87,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122,0.122
AAPL,AAPL170120P00097500,97.5,8.22,0.982,0.981,0.983,0.983,0.982,0.982,0.982,0.983,0.983
AAPL,AAPL170120P00100000,100,9.6,2.987,2.987,2.99,2.991,2.991,2.991,2.991,2.99,2.99
AAPL,AAPL170120P00105000,105,12.85,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96,7.96
AAPL,AAPL170120P00110000,110,16.15,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96
AAPL,AAPL170120P00115000,115,20.5,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96,17.96
AAPL,AAPL170120P00120000,120,24.35,22.98,22.98,22.98,22.98,22.98,22.98,22.98,22.98,22.98
AAPL,AAPL170120P00125000,125,27.64,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96
AAPL,AAPL170120P00130000,130,32.2,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98
